left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
wys,0.13296503,0.27718842,0.19803113,0.2253003,0.06346437,0.12643433,0.31517774,0.1494782,0.07368988,0.14749414,0.07327569,0.25686863,0.07762995,0.124272406,0.19356138,0.225535,0.10782192,0.3217702,0.13315322,0.22630386
xak,0.21222092,0.07221716,0.06956078,0.06523517,0.20261015,0.16443661,0.043384563,0.12755138,0.19180298,0.11150838,0.053635255,0.40859735,0.15891497,0.18307555,0.1272753,0.049914934,0.1434441,0.12851954,0.16817415,0.13410231
xam,0.3459348,0.20209393,0.14989966,0.31099546,0.08394882,0.101834886,0.08628394,0.27408925,0.31830487,0.2937836,0.15808123,0.06752315,0.14558104,0.1945909,0.23196062,0.27756935,0.08826587,0.10370173,0.06871124,0.10404466
xbd,0.07009039,0.05521717,0.07806879,0.19769248,0.10809777,0.046913557,0.116986305,0.13996209,0.044192255,0.073271126,0.04557716,0.07630139,0.04261177,0.087409765,0.2572902,0.30352652,0.33607808,0.1387904,0.12886362,0.13301337
xbm,0.076098345,0.1024995,0.11054328,0.1985965,0.15335135,0.32317525,0.08665788,0.076489344,0.13559118,0.05163766,0.28197348,0.055155043,0.13162974,0.09886716,0.09810631,0.129837,0.050649125,0.14101085,0.13876843,0.054138392
xbp,0.23865017,0.060847633,0.05429615,0.07591013,0.0784754,0.06354397,0.24060576,0.110861324,0.28489947,0.28597307,0.17885232,0.15778427,0.18829675,0.22875048,0.09937209,0.4319386,0.20839605,0.2408796,0.25057304,0.23857933
xbw,0.027758025,0.093454525,0.08086629,0.13197425,0.07053444,0.0774419,0.0541562,0.04153041,0.25493973,0.06985988,0.22669286,0.12350225,0.05135586,0.045364775,0.049804293,0.049164675,0.04732413,0.21330006,0.23644489,0.075587794
xcd,0.18438785,0.07895656,0.17603016,0.699561,0.3731737,0.2770211,0.11791006,0.5816256,0.19281928,0.11674724,0.1101425,0.18997452,0.5991386,0.33474752,0.31450397,0.4371977,0.09147796,0.32649055,0.25030568,0.26532605
xce,0.044709146,0.12429107,0.057978436,0.08295255,0.48922637,0.044145897,0.13877058,0.46079382,0.13261953,0.34453326,0.038716067,0.021283831,0.057005834,0.21704283,0.45516068,0.1963529,0.022946766,0.35371518,0.15698162,0.24091536
xct,0.38274178,0.09652266,0.14946292,0.11104269,0.11183635,0.12159782,0.09835229,0.12622511,0.17773035,0.100183114,0.14709665,0.08358972,0.20195985,0.10316403,0.091821805,0.06688151,0.09007523,0.089449,0.1857296,0.077731065
xcx,0.39242786,0.1510059,0.4741662,0.074280426,0.16528434,0.2878648,0.3549717,0.22529706,0.1171942,0.21305063,0.29980847,0.0553523,0.20596066,0.24400522,0.2708966,0.120064944,0.08989462,0.38086703,0.38834733,0.121789426
xdh,0.29551607,0.33352372,0.17796798,0.17098434,0.32115898,0.45969048,0.23175631,0.16802643,0.2742975,0.2545466,0.13596377,0.19150738,0.2828278,0.0970299,0.32437477,0.33949882,0.30549335,0.1849998,0.14620239,0.34961742
xdq,0.106127396,0.06863951,0.060761213,0.08251837,0.09563565,0.09387489,0.10467355,0.05503209,0.070730835,0.12102782,0.15052024,0.09205584,0.10967664,0.05793774,0.10716803,0.07837562,0.12070593,0.07875316,0.07960561,0.07589663
xea,0.30843908,0.20851646,0.1521706,0.15987082,0.22788258,0.27793622,0.15724242,0.10101344,0.33888996,0.08841477,0.09243934,0.11539269,0.16020119,0.14686206,0.09012337,0.25542235,0.17061731,0.08541743,0.20436841,0.13322854
xeu,0.19669636,0.16130506,0.1728262,0.26164648,0.13777494,0.06858529,0.20930155,0.25361073,0.102885336,0.16808847,0.23451507,0.09907062,0.14924031,0.2034881,0.11611989,0.16206309,0.27146512,0.13603298,0.079928614,0.123427965
xfk,0.07526864,0.10458846,0.17835505,0.082060955,0.089563936,0.04413367,0.08269961,0.1637437,0.111540966,0.07575698,0.18400104,0.08846765,0.19835657,0.0969985,0.06646057,0.0747386,0.16072468,0.08671141,0.14181174,0.10246475
xfp,0.20415956,0.24477658,0.22593042,0.19414924,0.15761001,0.27016726,0.18815255,0.19629231,0.38773698,0.11647777,0.07878793,0.19690958,0.120462,0.21211952,0.346597,0.25063547,0.32368103,0.08662929,0.15223551,0.13989419
xfy,0.07997379,0.09567034,0.10909268,0.09746286,0.13027184,0.14234519,0.13440484,0.16443472,0.0684775,0.17106514,0.12658532,0.14170855,0.3386765,0.1736764,0.1467867,0.109271996,0.111497864,0.17774123,0.11698403,0.14938304
xga,0.19454637,0.06840248,0.10217196,0.056487285,0.09556295,0.06741368,0.055407885,0.093101926,0.13458352,0.112849854,0.09656472,0.06196349,0.06525594,0.08132169,0.039846867,0.117333114,0.04800943,0.118080616,0.16104463,0.06869005
xgc,0.036724456,0.124195136,0.1332944,0.12150987,0.11301774,0.26400226,0.19758077,0.09530721,0.13226873,0.07159619,0.14014924,0.111874916,0.04344077,0.11620954,0.119456336,0.09202034,0.119730726,0.04259611,0.07712482,0.13024692
xhd,0.059490852,0.16357514,0.048361484,0.21677007,0.3190734,0.14464572,0.23924807,0.12693743,0.09239488,0.22029167,0.15349302,0.049927264,0.108438164,0.24610618,0.093972936,0.22408012,0.11121417,0.16434065,0.047293596,0.14038393
xhr,0.24866971,0.094276875,0.108030304,0.18846059,0.08316596,0.1628473,0.14429161,0.12833352,0.07387801,0.28174177,0.16602182,0.040058617,0.11728913,0.063761845,0.059498794,0.19181281,0.07468106,0.1333137,0.34266344,0.083809204
xiz,0.079715185,0.25125313,0.18698743,0.19641407,0.14479369,0.100072995,0.11635789,0.13476305,0.09298408,0.10461694,0.21332867,0.054732934,0.091077715,0.10075668,0.10771259,0.062280457,0.19189459,0.14444238,0.06355606,0.05801797
xjb,0.17003769,0.06433317,0.13998945,0.22930032,0.097980514,0.15463379,0.15656598,0.13394354,0.15611944,0.16457911,0.11446376,0.06905964,0.064157695,0.15026262,0.19778246,0.17034231,0.13644432,0.27720398,0.15871136,0.08746298
xjg,0.13181058,0.1291689,0.1165582,0.086537145,0.15836282,0.06729402,0.12123806,0.060472574,0.115477,0.13570514,0.14169957,0.10718748,0.08779519,0.12071652,0.1540089,0.10940673,0.11973205,0.13814391,0.13742194,0.08106792
xkb,0.10683745,0.1502486,0.06710738,0.10647504,0.16424093,0.16080832,0.16337235,0.05281975,0.09012001,0.088241175,0.14825588,0.11255906,0.13600989,0.10977024,0.16167359,0.053287886,0.18844935,0.03686486,0.08012928,0.14875638
xke,0.090909004,0.113345325,0.32952404,0.43514764,0.15045482,0.07610005,0.08002204,0.116936125,0.3071048,0.29522747,0.3284936,0.35797036,0.10338166,0.24764892,0.07446565,0.45833,0.07642255,0.16324547,0.18349987,0.07407582
xmc,0.051537413,0.26359034,0.32999635,0.13316375,0.3824458,0.091361634,0.3116265,0.09351967,0.311906,0.14586627,0.18922903,0.4425748,0.36970744,0.3521341,0.20049965,0.31507072,0.11286743,0.32892203,0.092798844,0.2342823
xmq,0.16743763,0.20768784,0.09416982,0.35939533,0.1898135,0.20805138,0.16904518,0.21731526,0.23349446,0.057476357,0.21359871,0.16969645,0.15878206,0.12450736,0.33630443,0.13986932,0.21594895,0.13774425,0.23199031,0.12446253
xmv,0.15179479,0.10442209,0.06807345,0.16322115,0.21647903,0.09191972,0.11403482,0.1478368,0.04699672,0.12832612,0.12472822,0.12656662,0.12623318,0.04719687,0.15022181,0.07612329,0.0833796,0.18000814,0.13420987,0.15047225
xmy,0.07467997,0.14413919,0.14315207,0.09853308,0.08918262,0.17154397,0.121360555,0.053094737,0.056640852,0.079853415,0.104574785,0.06958106,0.04589861,0.11114071,0.1518398,0.08627944,0.12102285,0.101178765,0.13975923,0.11517513
xmz,0.07694092,0.18825695,0.09952137,0.027688898,0.0805207,0.05993614,0.033588123,0.055043157,0.10260412,0.115595795,0.117480986,0.07307902,0.08936581,0.07191727,0.07625813,0.080625884,0.07720117,0.092278436,0.065575585,0.09957571
xne,0.12702146,0.09938192,0.11360842,0.13554834,0.1511901,0.084254,0.1318769,0.18171807,0.087806284,0.18060407,0.06874724,0.20897965,0.15617749,0.09804557,0.13161346,0.08878884,0.09282258,0.1781249,0.14855044,0.10853425
xnz,0.26227728,0.069202736,0.16728745,0.20856698,0.27345204,0.44585288,0.24564521,0.308974,0.32290676,0.28198135,0.071447045,0.09617188,0.12428642,0.3509345,0.106547855,0.12681058,0.06966338,0.14321929,0.07628299,0.09095452
xps,0.13583732,0.22541651,0.15997638,0.24904005,0.13789678,0.17059149,0.099928856,0.18282405,0.110856324,0.13378033,0.14825635,0.117332354,0.19513375,0.1235152,0.12422373,0.14702086,0.15483227,0.15220836,0.081127614,0.10742208
xpt,0.24997142,0.091408536,0.23926361,0.21552634,0.17494406,0.22294426,0.21799451,0.32099378,0.07140933,0.07779782,0.24372788,0.23254758,0.09033443,0.16995144,0.06655679,0.10014291,0.10353928,0.24519745,0.15961295,0.19669512
xpw,0.116043344,0.20735087,0.09690927,0.12977704,0.14189377,0.3359972,0.22728278,0.11414202,0.062534094,0.121109694,0.35553557,0.12363,0.1776953,0.22591718,0.118121,0.1357405,0.2511927,0.16112372,0.16649425,0.41768968
xql,0.1335923,0.08521961,0.093069136,0.09015128,0.12511086,0.09072095,0.12017591,0.1700771,0.048358377,0.51455414,0.18631786,0.09783245,0.27791804,0.17638597,0.059880383,0.06359205,0.21534583,0.17518768,0.17177495,0.100711375
xqv,0.22913925,0.08288616,0.28428006,0.2820766,0.11632473,0.08199893,0.26515648,0.13380665,0.24730864,0.12168517,0.18438908,0.098431796,0.107581384,0.38989156,0.20038214,0.076171175,0.2293531,0.2521603,0.28975105,0.39565885
xqw,0.0460615,0.121941626,0.081681356,0.095802344,0.13912438,0.077218905,0.053947367,0.12385741,0.09957242,0.13870277,0.23001435,0.14349583,0.08124522,0.09106487,0.05324401,0.21331266,0.11187981,0.11208808,0.11879659,0.080344714
xra,0.07559858,0.05473484,0.043490417,0.08109014,0.066959545,0.039242674,0.0419989,0.037820272,0.080372766,0.08514319,0.0650183,0.33782497,0.07789753,0.0902505,0.14481863,0.070325226,0.10257705,0.07156764,0.12571909,0.06919703
xrb,0.10774121,0.051894926,0.32846332,0.2856794,0.08586844,0.084090576,0.07202461,0.07491291,0.10383287,0.24542738,0.16071475,0.13137452,0.10311628,0.1749992,0.19444394,0.1488263,0.22267374,0.046661064,0.15178537,0.15409058
xrg,0.22046229,0.37448308,0.13377792,0.20923775,0.12416626,0.2540735,0.23619609,0.14353187,0.1481645,0.30932543,0.2135142,0.23745613,0.31214625,0.38190067,0.2173307,0.26018852,0.18462458,0.19805896,0.3237306,0.326549
xrl,0.2577949,0.3352018,0.19182587,0.32486913,0.1223053,0.09340561,0.14964503,0.20572135,0.08750422,0.2109088,0.08721305,0.28514963,0.06557,0.20709187,0.07492444,0.18151492,0.18934318,0.09414346,0.2939316,0.24140377
xsb,0.13657044,0.050462537,0.12708391,0.1636546,0.08028391,0.08515346,0.148447,0.10201666,0.16566409,0.14801347,0.10181029,0.09429244,0.0900994,0.17111163,0.073879346,0.062265173,0.05410263,0.09780662,0.2109587,0.24865988
xse,0.07768921,0.20984271,0.24310571,0.104155675,0.14620855,0.14940003,0.0713363,0.4700011,0.4354798,0.17464578,0.4293127,0.06760056,0.31057245,0.4381371,0.17735106,0.11864348,0.40314874,0.3526848,0.17109814,0.36599457
xsn,0.07554473,0.11148463,0.07134767,0.1512993,0.044017024,0.09034519,0.058398962,0.110462695,0.09628536,0.16843,0.14740309,0.25481996,0.13981158,0.066639476,0.12079593,0.1209722,0.06947469,0.09411558,0.049451664,0.053296402
xst,0.10311306,0.14013627,0.056225352,0.13913885,0.17730266,0.11914612,0.19387054,0.123754784,0.13175136,0.14622405,0.22574168,0.10226086,0.2973078,0.14190643,0.17375135,0.1825287,0.09361705,0.1396939,0.10666529,0.1287235
xsz,0.18887244,0.102782086,0.04766228,0.12709755,0.13233586,0.06458629,0.19069831,0.09987516,0.12925506,0.111108124,0.17427923,0.09207475,0.27673137,0.074838825,0.12757337,0.1033577,0.11091831,0.20355071,0.103445925,0.049739864
xth,0.22295627,0.1775201,0.18365732,0.1694489,0.06971407,0.11901005,0.39167288,0.13563883,0.0516703,0.14896445,0.18525794,0.07125466,0.14248602,0.19551325,0.08436573,0.17366144,0.2974193,0.13544805,0.23525773,0.06530225
xul,0.13633196,0.081546515,0.1488494,0.0570402,0.063497916,0.057381336,0.09480512,0.21535584,0.11359581,0.061061714,0.08351867,0.12724593,0.1024943,0.09480883,0.08401947,0.075338535,0.08455887,0.100431696,0.06049523,0.1249315
xvd,0.26993042,0.14102167,0.21611471,0.39851427,0.061241917,0.12474325,0.14581467,0.22824396,0.2270559,0.11231063,0.113184944,0.2247189,0.3466612,0.17916125,0.32302,0.42129,0.30870467,0.06002838,0.31931728,0.40859848
xvq,0.10510032,0.06883533,0.16820586,0.17075107,0.11009598,0.16873415,0.16805871,0.17600985,0.11198491,0.103119224,0.090764314,0.05067809,0.18616256,0.051609084,0.07217954,0.11567657,0.11016472,0.035306066,0.16455513,0.15724619
xvs,0.058618493,0.05559984,0.07917009,0.11546308,0.107507214,0.13009498,0.07866298,0.06581879,0.08257057,0.1173613,0.048624814,0.041835517,0.03972836,0.08068248,0.11682111,0.11719102,0.20688997,0.03990074,0.12967658,0.11591547
xvv,0.35521513,0.40058812,0.28458345,0.14220494,0.27084926,0.2872278,0.11457023,0.26064143,0.24538064,0.1363845,0.18577546,0.36334544,0.3166009,0.32438648,0.39301673,0.34856284,0.11201751,0.09290926,0.28674045,0.19968498
xwi,0.27940512,0.0676535,0.110227734,0.08317667,0.05632039,0.07408348,0.095079996,0.21319553,0.032396913,0.35532844,0.03860968,0.14949545,0.039942097,0.15311092,0.11772274,0.19622505,0.17704144,0.2418634,0.39110494,0.16787505
xxg,0.10926433,0.09293161,0.063494734,0.09802534,0.057344504,0.0721908,0.096871816,0.050148156,0.08521583,0.08673879,0.11521386,0.055532347,0.09474979,0.05851433,0.06325062,0.080315225,0.071943045,0.08141043,0.05423119,0.07798063
xxm,0.10897781,0.06638044,0.093364805,0.11047755,0.107482105,0.35451338,0.08021996,0.42817196,0.2543549,0.17629372,0.2813627,0.1708121,0.14994031,0.23647656,0.32423756,0.43205738,0.10507795,0.32756466,0.10999115,0.07998814
xxr,0.13908593,0.11901353,0.09024913,0.12505567,0.061777823,0.2009176,0.14720565,0.17065018,0.16131258,0.13860436,0.06622815,0.1377981,0.28334844,0.07966508,0.063553296,0.30633196,0.08603759,0.1560751,0.07706574,0.1618833
xym,0.24219455,0.092853144,0.088523306,0.088832006,0.17338549,0.084951974,0.06847561,0.08685145,0.11961029,0.056954548,0.07370297,0.33284175,0.085125856,0.0740789,0.13387263,0.037375618,0.2982673,0.35501254,0.38096374,0.08988604
xyv,0.043058403,0.2500382,0.042427972,0.06837368,0.060776938,0.077757984,0.032920502,0.0677823,0.051562265,0.07430057,0.09546529,0.082944326,0.08870275,0.077636726,0.07126063,0.0907529,0.14305903,0.10715552,0.05896838,0.09023883
xzc,0.123537436,0.14118852,0.058214474,0.08139427,0.04226055,0.114682496,0.05680072,0.06971675,0.05223655,0.06787414,0.06616968,0.07400975,0.08336822,0.069878265,0.06996468,0.053144313,0.074118644,0.11847473,0.03854503,0.053738125
xzn,0.14504042,0.155202,0.11889571,0.038694125,0.11758571,0.09188565,0.07869473,0.16625802,0.13505667,0.1635803,0.11030206,0.17475906,0.11078125,0.044180244,0.0892477,0.111701496,0.14270131,0.14245996,0.09972052,0.03792844
yah,0.12267738,0.04669506,0.16770431,0.05722756,0.2767365,0.09556047,0.07617593,0.07913272,0.15940288,0.1353809,0.28958136,0.08409934,0.20651177,0.22589545,0.15075704,0.16187052,0.25376606,0.06754637,0.08256301,0.028572159
ybr,0.081575766,0.06377765,0.073133126,0.053098977,0.049985133,0.09495427,0.09257765,0.09462741,0.06667875,0.0702195,0.05224345,0.06696993,0.14932111,0.0754661,0.109505706,0.10442572,0.08377221,0.060166195,0.088672616,0.08938165
ycd,0.12767279,0.17214087,0.20633161,0.1133713,0.20136489,0.10125498,0.18741104,0.036286727,0.09755444,0.18782222,0.25755662,0.22412527,0.15823339,0.11314858,0.120699696,0.116954245,0.32814416,0.08125265,0.052823566,0.10667728
ycm,0.041185424,0.043135855,0.12507012,0.12669882,0.24285221,0.029935502,0.22885567,0.18894792,0.22699188,0.106271856,0.091737986,0.106299505,0.06303495,0.21450065,0.063058674,0.11589888,0.07891953,0.11176099,0.08276732,0.1783737
ydf,0.066511735,0.10787286,0.065225035,0.06858257,0.062398612,0.07304868,0.114558354,0.03486204,0.06491359,0.09163332,0.14606589,0.060972728,0.13735247,0.06731918,0.064083904,0.063117884,0.07398521,0.08235139,0.06571375,0.11156797
ydg,0.12437591,0.07961443,0.06365817,0.1477608,0.089767545,0.072311014,0.2535749,0.081595115,0.14934218,0.050341725,0.09237781,0.13419236,0.1437154,0.12599869,0.089577556,0.052193582,0.12568659,0.112776086,0.06932056,0.14479966
ydh,0.06733197,0.07767974,0.075825825,0.19153997,0.08867954,0.06846916,0.09968958,0.059707507,0.10490958,0.15492901,0.067812584,0.12163965,0.08661664,0.15405434,0.055570286,0.11663315,0.097985364,0.09923335,0.15000369,0.12866238
ydv,0.09863016,0.13332461,0.102914825,0.1599172,0.075397626,0.14616483,0.11207461,0.10131535,0.10840431,0.090786494,0.0506713,0.14318831,0.15930945,0.12161577,0.07953897,0.068657696,0.11061166,0.060950305,0.14979142,0.09713761
ydy,0.08278615,0.07424651,0.058803692,0.097522095,0.06834458,0.10705625,0.059697524,0.08186565,0.20415409,0.109711066,0.062351704,0.284285,0.3597088,0.08213572,0.042663477,0.21176249,0.11973462,0.10746207,0.18517208,0.4069937
yeb,0.07551778,0.1694743,0.025141537,0.13857839,0.19629326,0.037990198,0.24552873,0.19801915,0.059802383,0.048608802,0.06538324,0.20479463,0.24598247,0.17337844,0.26988345,0.25550735,0.051318906,0.16225564,0.076148905,0.21262619
yep,0.10380936,0.09050308,0.078251585,0.10037224,0.09333755,0.06377033,0.07044704,0.10161793,0.098652765,0.06364083,0.04856433,0.0804222,0.08872692,0.06747885,0.098166816,0.05709353,0.078385204,0.15167573,0.16444327,0.07119574
yew,0.106684536,0.10586512,0.11065401,0.15801787,0.09375133,0.11814176,0.103323944,0.10730341,0.12050554,0.17205143,0.13569295,0.08876305,0.13747363,0.15370908,0.1315185,0.107669815,0.094219185,0.094742425,0.17574182,0.0606376
yez,0.105434686,0.13039806,0.12797262,0.18767944,0.08756364,0.11493353,0.115371786,0.1235323,0.10044069,0.16333513,0.07834407,0.15800638,0.1528758,0.06994341,0.081257395,0.10835373,0.07446602,0.059017703,0.08319312,0.069090456
yge,0.038934547,0.116666004,0.12419418,0.107333705,0.1626931,0.12736171,0.13127872,0.07532006,0.06131722,0.18418111,0.11116344,0.16937126,0.19861281,0.0992773,0.19800341,0.25825876,0.047385257,0.12343557,0.15412837,0.041919846
ygj,0.06495987,0.06720762,0.16804534,0.0914169,0.06602813,0.048187137,0.12108906,0.13665771,0.04781975,0.07985711,0.13395542,0.1214492,0.096931525,0.08800458,0.07056144,0.06618749,0.048936963,0.094555,0.095053114,0.20147249
ygx,0.06730276,0.19490364,0.13614145,0.17168555,0.16347972,0.11648393,0.23823571,0.06799698,0.3248565,0.2749038,0.27211788,0.35984057,0.22747818,0.3198649,0.31240118,0.11692282,0.28968108,0.25477973,0.32863212,0.066264234
ygz,0.23962128,0.054229587,0.12154406,0.19358611,0.1299379,0.09130216,0.0615372,0.19854397,0.069687426,0.17212828,0.074558064,0.23576857,0.10585067,0.13004205,0.27865905,0.07023822,0.052098192,0.14207353,0.23664641,0.1366716
yhg,0.13177931,0.28037053,0.19582693,0.35391438,0.23860666,0.28852826,0.13628274,0.2390494,0.17089686,0.0942472,0.13200307,0.2679123,0.16756679,0.0834848,0.27400053,0.23958768,0.113090456,0.52374333,0.11073045,0.21337524
yia,0.16070892,0.062751494,0.18609962,0.12710795,0.20750903,0.15985595,0.15348615,0.108475,0.15181419,0.10993108,0.069357246,0.09821529,0.17774236,0.06639809,0.14791983,0.15542093,0.16311422,0.16376844,0.09637211,0.096986756
yic,0.06643616,0.071664855,0.107119374,0.16392665,0.14494084,0.13634762,0.08805059,0.091909915,0.14933659,0.11672471,0.11233031,0.12651205,0.244863,0.097112626,0.1449059,0.08113691,0.12195335,0.13031416,0.12677383,0.13294284
yii,0.16052502,0.09536957,0.23765722,0.23993516,0.1305895,0.21797723,0.16692093,0.17650886,0.24978398,0.121244155,0.11303616,0.123243876,0.28519648,0.16797784,0.10540646,0.15435961,0.12534353,0.13382721,0.21544054,0.17745905
yiq,0.31770447,0.13396622,0.123673506,0.40275875,0.18371212,0.2708671,0.2378359,0.13244292,0.3034746,0.09793507,0.15077087,0.19185618,0.16714501,0.23379382,0.30235338,0.06558043,0.16170646,0.05520966,0.21945672,0.2328467
yiy,0.33918646,0.2307315,0.15834333,0.55316305,0.13084683,0.25660223,0.47467896,0.390984,0.14437564,0.14199823,0.20899862,0.21016987,0.46873125,0.35752788,0.14796823,0.17300884,0.31400865,0.18311687,0.10742132,0.47360817
yjd,0.18035503,0.11478816,0.11680876,0.14783922,0.1749233,0.14227092,0.21827719,0.11816576,0.0889001,0.08656568,0.12287467,0.1532211,0.15259041,0.0765021,0.11012962,0.12879616,0.13442469,0.20676035,0.1699209,0.18848379
yji,0.18340746,0.23258929,0.1498652,0.13211684,0.24469967,0.16030829,0.05552187,0.222829,0.1650739,0.14045867,0.103848465,0.11981887,0.20554718,0.23935868,0.08331463,0.050376162,0.23574863,0.1577679,0.26735786,0.104565576
yju,0.08075101,0.09944591,0.16590384,0.086731315,0.04782045,0.071643464,0.17332235,0.12377016,0.08024302,0.25094044,0.1582498,0.063529365,0.09733035,0.13990034,0.096403286,0.09835263,0.1860223,0.112285964,0.09262654,0.08467061
ykb,0.29906157,0.14888753,0.092736274,0.18992342,0.23639643,0.09034507,0.1900554,0.09727102,0.1351628,0.13383767,0.15444991,0.05246959,0.287,0.17093001,0.15490705,0.33786216,0.14350858,0.20846207,0.051576592,0.18057062
ykc,0.1720879,0.12105432,0.23744781,0.3181192,0.3439002,0.15675262,0.072338164,0.15274078,0.19496642,0.06250141,0.36690444,0.33100876,0.29527378,0.16772306,0.16759598,0.2099675,0.17203599,0.12853694,0.18416984,0.35983726
yko,0.25427634,0.3242007,0.24960327,0.06451785,0.080281444,0.07191148,0.18011312,0.0591553,0.2289083,0.24359314,0.031084567,0.071836844,0.17296809,0.17677417,0.20300932,0.08239372,0.5320546,0.11355005,0.25746942,0.22165409
yky,0.060845546,0.3265535,0.09455119,0.1385945,0.08903842,0.050812364,0.08519073,0.2382132,0.12392827,0.43571746,0.2504648,0.28395948,0.24855176,0.24197398,0.10431673,0.083754025,0.2746499,0.047449395,0.201778,0.1944221
ylb,0.15010798,0.1764687,0.21138543,0.36787462,0.16316736,0.11310951,0.12191883,0.12504235,0.24175102,0.092452824,0.13948734,0.11590354,0.2128509,0.2352152,0.2547239,0.15327722,0.26510805,0.211772,0.076092005,0.24663667
ylj,0.06794202,0.15894541,0.13394476,0.08401725,0.038148426,0.1049359,0.10902554,0.10499054,0.10098777,0.24075416,0.13726556,0.16321436,0.09602625,0.12875302,0.067153096,0.33652586,0.100250475,0.09601588,0.078254506,0.095533416
ylm,0.14424373,0.21176147,0.09839576,0.05791764,0.14807317,0.23363233,0.202587,0.3195284,0.113615364,0.109197825,0.122231305,0.11647921,0.06433952,0.2924955,0.24562597,0.12442435,0.19893816,0.06510034,0.247516,0.08344603
yln,0.08007007,0.0945901,0.08192586,0.13353366,0.15541469,0.18624243,0.16126963,0.08586322,0.09649806,0.16593154,0.13491532,0.14652842,0.15641129,0.08966327,0.15426978,0.111512974,0.1729382,0.05013444,0.10370153,0.14411415
yme,0.1192498,0.06890674,0.16191874,0.3345114,0.06450783,0.24190694,0.14628923,0.4810068,0.22928922,0.13192447,0.32213947,0.46964455,0.22604862,0.2320247,0.22329336,0.06526384,0.3983989,0.12493368,0.2918254,0.31976694
ymj,0.3357643,0.3472554,0.3230296,0.2107288,0.2779856,0.25140303,0.084659785,0.27293044,0.18961725,0.097371444,0.1009474,0.36233348,0.15859519,0.18046904,0.108146675,0.22731462,0.37638202,0.13976943,0.1801157,0.18787271
ymz,0.40980703,0.05814539,0.08500986,0.43491057,0.20071372,0.16432893,0.10805434,0.09986371,0.23726316,0.26513824,0.15219884,0.12647049,0.60956484,0.47368807,0.46339718,0.38637584,0.46753788,0.13099518,0.30594188,0.4296555
yna,0.09359791,0.08017415,0.28647038,0.114393845,0.22632669,0.10428445,0.30951276,0.09062252,0.11891356,0.1374462,0.2734881,0.094420895,0.11056706,0.13988194,0.09489491,0.16239345,0.09118338,0.16688521,0.09296362,0.08936307
ynf,0.072417654,0.09475449,0.09782432,0.18958765,0.05033378,0.09609106,0.07023841,0.113909625,0.26365378,0.19791913,0.13578962,0.050107934,0.04300975,0.07843037,0.1286076,0.24336688,0.1760213,0.23537904,0.104821384,0.1390697
yni,0.22696945,0.052842923,0.15172334,0.10992399,0.17093755,0.1978705,0.054752387,0.17660011,0.033360753,0.160911,0.10898045,0.18363775,0.21710575,0.16431524,0.2074399,0.15001962,0.12507059,0.08827904,0.2224172,0.1594086
yoj,0.05709944,0.119103685,0.22026618,0.24539989,0.096063495,0.07794689,0.08916692,0.066855244,0.2210632,0.09276265,0.16675046,0.28149194,0.28901666,0.12795705,0.20514388,0.19284384,0.22614971,0.11226389,0.18143332,0.04775393
yoq,0.14304313,0.18068375,0.16428855,0.12096198,0.10344097,0.101519026,0.077698715,0.10413519,0.08473638,0.09301494,0.07394086,0.1750114,0.14798345,0.08059194,0.15584782,0.13562708,0.2673391,0.10190769,0.073284075,0.16214591
yos,0.06621627,0.46601403,0.2554703,0.42965785,0.32725257,0.13478577,0.26343673,0.26425147,0.10488826,0.32895574,0.18268754,0.16369885,0.2521496,0.11472461,0.27461532,0.21192732,0.507518,0.29135257,0.32452512,0.36818108
yoz,0.342832,0.36780778,0.1730049,0.22794938,0.27627975,0.30625135,0.30657274,0.34295,0.26725715,0.1891589,0.19743088,0.2727605,0.16474275,0.2137636,0.38116187,0.14403889,0.18778355,0.2672911,0.2050763,0.5620885
ypf,0.064607464,0.27536345,0.16935563,0.071019724,0.25004494,0.063208535,0.2517022,0.10568291,0.39842987,0.06615936,0.09069143,0.280193,0.110311955,0.30707508,0.21130791,0.23916368,0.041954134,0.31654742,0.21593593,0.16531897
yps,0.05718462,0.033014126,0.07719683,0.04504267,0.08244247,0.118133366,0.065776676,0.124229304,0.09900927,0.08478395,0.06522098,0.1033248,0.07686933,0.055580527,0.045393717,0.053290695,0.09337465,0.074512824,0.08661729,0.079116136
yqi,0.07939485,0.17278141,0.06148556,0.10029217,0.108754046,0.058188044,0.08278644,0.105532914,0.22374827,0.085374504,0.0713626,0.058163777,0.08494413,0.1947107,0.09175429,0.089065924,0.1114219,0.094753146,0.12980701,0.16374427
yre,0.29188362,0.09282875,0.09091018,0.30851126,0.07346809,0.1708186,0.05540483,0.17971255,0.08638802,0.07626036,0.2522132,0.1482657,0.3101672,0.20644107,0.3461286,0.19668807,0.09784094,0.13392727,0.13087605,0.21797901
yrk,0.22653233,0.13218103,0.14355484,0.24417101,0.35693172,0.2658894,0.16237181,0.11023609,0.09452415,0.077104285,0.098375455,0.27130088,0.12564585,0.4014455,0.27696258,0.269187,0.12145583,0.17473753,0.0873892,0.25252393
yrw,0.30574188,0.36059463,0.11075212,0.25016654,0.17570114,0.13686882,0.06501952,0.12291239,0.11926147,0.1160769,0.16497129,0.124573275,0.13453522,0.35689193,0.2862709,0.13745901,0.07175826,0.11171721,0.03481745,0.13650388
